Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
565.000 TL;Hyundai;Accent Era;1.5 CRDi-VGT Team;2011;180.000 km;;;;1493 cc;110 hp;Sedan;09 Ekim 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-era-1-5-crdi-vgt-team/2011-accent-era-180-binde-kredi-karti-vade-satis-imkani/32915770
1.015.000 TL;Hyundai;i30;1.6 CRDi Style;2012;110.000 km;;;;1582 cc;128 hp;Hatchback/5;08 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i30-1-6-crdi-style/ber-kan-oto-dan-hatasiz-boyasiz-otomatik-i30/32470258
1.061.000 TL;Hyundai;i20 Active;1.4 MPi Elite;2017;69.700 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;07 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i20-active-1-4-mpi-elite/toyota-plaza-ayyildiz-dan-hyundai-i20-active-otomatik/33356433
680.000 TL;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2013;197.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;06 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-4-d-cvvt-mode-plus/sahibinden-hyundai-accent-blue-1-4-d-cvvt-mode-plus-2013/20533107
425.000 TL;Hyundai;Getz;1.5 CRDi VGT;2008;210.000 km;;;;1493 cc;88 hp;Hatchback/5;04 Ekim 2025;2 değişen, 7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-getz-1-5-crdi-vgt/2008-getz-1-5-crdi-bakimli-temiz-masrafsiz/32341209
265.000 TL;Hyundai;Accent;1.5 GLS;1996;185.000 km;;;;1495 cc;91 hp;Hatchback/5;03 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-1-5-gls/otomatik-hyundai-accent-1-5-gls-1996-model-manisa/32342543
"860.000 TL
847.500 TL";Hyundai;Accent Blue;1.6 CRDI Mode;2016;210.000 km;;;;1582 cc;136 hp;Sedan;02 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-blue-1-6-crdi-mode/tani-oto-dan-7ileri-otomatik-vites-dolu-paket-accent-blue/33163509
538.000 TL;Hyundai;Getz;1.4 DOHC Start;2011;91.000 km;;;;1399 cc;97 hp;Hatchback/5;01 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-getz-1-4-dohc-start/91-bin-km-de-degisensiz-lpg-li-temiz-hyundai-getz/33083244
920.000 TL;Hyundai;i20;1.4 MPI Jump;2017;50.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;29 Eylül 2025;2 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i20-1-4-mpi-jump/sadece-50-bin-kmde-2017-model-otomatik-hyundai-i20/32251774
827.500 TL;Hyundai;i20;1.2 MPI Style;2015;231.000 km;;;;1248 cc;84 hp;Hatchback/5;23 Eylül 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i20-1-2-mpi-style/han-otomotivden-2015-i20-cam-tavan-boyasiz-degisensiz-ekstrali/32873291
330.000 TL;Hyundai;Accent;1.5 GLS;1998;217.000 km;;;;1401 - 1600 cm3;76 - 100 HP;Sedan;27 Şubat 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-1-5-gls/carwell-den-ilk-sahibinden-orjinal-accent/27962214
1.010.000 TL;Hyundai;i30;1.6 CRDi Elite;2014;193.000 km;;;;1582 cc;128 hp;Hatchback/5;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/sahibinden-hyundai-i30-1-6-crdi-elite-2014-model/33766626
339.000 TL;Hyundai;Accent;1.5 1.5i GLS;2001;277.000 km;;;;1495 cc;102 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-5-1-5i-gls/sahibinden-hyundai-accent-1-5-gls-2001-model/33766527
450.000 TL;Hyundai;Accent Era;1.4 Start;2010;190.000 km;;;;1399 cc;97 hp;Sedan;20 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-4-start/sahibinden-hyundai-accent-era-1-4-start-2010-model/33766551
780.000 TL;Hyundai;i20;1.2 MPI Style;2015;157.000 km;;;;1248 cc;84 hp;Hatchback/5;20 Ekim 2025;2 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/sahibinden-hyundai-i20-1-2-mpi-style-2015-model/33766511
1.100.000 TL;Hyundai;i20;1.4 MPI Style;2021;96.500 km;;;;1368 cc;100 hp;Hatchback/5;20 Ekim 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style/sahibinden-hyundai-i20-1-4-mpi-style-2021-model/33770858
880.000 TL;Hyundai;i10;1.2 D-CVVT Elite;2015;64.500 km;;;;1248 cc;87 hp;Hatchback/5;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i10-1-2-d-cvvt-elite/sahibinden-tertemiz-dusuk-km-hyundai-i10-elite-2015-model/33763391
410.000 TL;Hyundai;Accent Era;1.5 CRDi Start;2010;240.000 km;;;;1493 cc;110 hp;Sedan;20 Ekim 2025;2 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-5-crdi-start/sahibinden-hyundai-accent-era-1-crdi/33763520
1.200.000 TL;Hyundai;i20;1.4 MPI Style Plus;2023;42.000 km;;;;1368 cc;100 hp;Hatchback/5;20 Ekim 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style-plus/sahibinden-hyundai-i20-1-4-mpi-style-plus-2023-model/33763513
720.000 TL;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2012;153.000 km;;;;1396 cc;108 hp;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-4-cvvt-mode-plus/hatasiz-boyasiz-tramersiz/33762987
750.000 TL;Hyundai;i20;1.4 CRDi Style;2015;119.000 km;;;;1396 cc;90 hp;Hatchback/5;20 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-crdi-style/sahibinden-hyundai-i20-1-4-crdi-style-2015-model/33763087
425.000 TL;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2016;122.800 km;;;;1368 cc;100 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-blue-1-4-d-cvvt-mode-plus/galeriden-hyundai-accent-blue-1-4-d-cvvt-mode-plus-2016-model-adana/33769685
200.000 TL;Hyundai;Accent;1.5 CRDi Admire;2005;270.000 km;;;;1493 cc;82 hp;Sedan;20 Ekim 2025;12 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-5-crdi-admire/sahibinden-hyundai-accent-1-5-crdi-admire-2005-model-270-000-km-beyaz/33761355
595.000 TL;Hyundai;Accent Era;1.4 Team;2012;132.500 km;;;;1399 cc;97 hp;Sedan;20 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-4-team/sahibinden-hyundai-accent-era-1-4-team-2012-model/33760780
1.120.000 TL;Hyundai;i20;1.4 MPI Style;2015;78.000 km;;;;1368 cc;100 hp;Hatchback/5;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style/sahibinden-hyundai-i20-1-4-mpi-style-2015-model/33761024
276.500 TL;Hyundai;Accent Era;1.4 Select;2007;718.000 km;;;;1399 cc;97 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-era-1-4-select/kredi-karta-12-ay-taksit-2007-hundai-era-1-4-lpg-klima-select/33706098
910.000 TL;Hyundai;Elantra;1.6 CRDi Style Plus;2018;229.500 km;;;;1582 cc;136 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-crdi-style-plus/sahibinden-hyundai-elantra-1-6-crdi-style-plus-2018-model/33769532
485.500 TL;Hyundai;Accent Era;1.4 Team;2007;196.000 km;;;;1399 cc;97 hp;Sedan;20 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-4-team/sahibinden-hyundai-accent-era-1-4-team-2007-model/31932422
395.000 TL;Hyundai;Accent Era;1.5 CRDi-VGT Team;2009;217.000 km;;;;1493 cc;110 hp;Sedan;20 Ekim 2025;3 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-5-crdi-vgt-team/sahibinden-hyundai-accent-era-1-5-crdi-vgt-team-2009-model/33760126
385.000 TL;Hyundai;Accent Era;1.5 CRDi Mode;2011;331.500 km;;;;1493 cc;110 hp;Sedan;20 Ekim 2025;3 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-5-crdi-mode/sahibinden-hyundai-accent-era-1-5-crdi-mode-2011-model/33760052
455.000 TL;Hyundai;Getz;1.5 VGT HY KLM;2007;224.000 km;;;;1493 cc;110 hp;Hatchback/5;20 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-getz-1-5-vgt-hy-klm/serhat-auto-dan-hyundai-getz-vgt/33768596
700.000 TL;Hyundai;Getz;1.4 DOHC Start;2010;59.000 km;;;;1399 cc;97 hp;Hatchback/5;20 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-getz-1-4-dohc-start/sahibinden-hyundai-getz-1-4-dohc-start-2010-model/31927090
865.000 TL;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2016;170.000 km;;;;1368 cc;100 hp;Sedan;20 Ekim 2025;5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-4-d-cvvt-mode-plus/sahibinden-hyundai-accent-blue-1-4-d-cvvt-mode-plus-2016-model/33765823
1.100.000 TL;Hyundai;Elantra;1.6 D-CVVT Style;2014;155.000 km;;;;1591 cc;127 hp;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/sahibinden-hyundai-elantra-1-6-d-cvvt-style-2014-model/33762753
740.000 TL;Hyundai;i20;1.4 CVVT Jump;2012;190.500 km;;;;1396 cc;100 hp;Hatchback/5;20 Ekim 2025;5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-cvvt-jump/sahibinden-hyundai-i20-1-4-cvvt-jump-2012-model/33763105
700.000 TL;Hyundai;i20;1.4 CVVT Jump;2012;160.000 km;;;;1396 cc;100 hp;Hatchback/5;20 Ekim 2025;5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-cvvt-jump/sahibinden-hyundai-i20-1-4-cvvt-jump-2012-model/33763253
1.060.000 TL;Hyundai;i20;1.4 MPI Style;2020;28.000 km;;;;1368 cc;100 hp;Hatchback/5;20 Ekim 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-style/sahibinden-hyundai-i20-1-4-mpi-style-2020-model/33757456
500.000 TL;Hyundai;i10;1.0 D-CVVT Style;2015;166.890 km;;;;1200 cm3' e kadar;51 - 75 HP;Hatchback/5;20 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i10-1-0-d-cvvt-style/hyundai-i10-1-0-style-lpg/33763321
269.000 TL;Hyundai;Getz;1.5 CRDi VGT Start;2008;185.000 km;;;;1493 cc;88 hp;Hatchback/5;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-getz-1-5-crdi-vgt-start/galeriden-hyundai-getz-1-5-crdi-vgt-start-2008-model-antalya/33763076
1.080.000 TL;Hyundai;Elantra;1.6 D-CVVT Style;2017;106.650 km;;;;1591 cc;127 hp;Sedan;20 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/sahibinden-hyundai-elantra-1-6-d-cvvt-style-2017-model/33757151
499.750 TL;Hyundai;Getz;1.5 CRDi VGT;2010;130.000 km;;;;1401 - 1600 cm3;76 - 100 HP;Hatchback/5;20 Ekim 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-getz-1-5-crdi-vgt/2010-model-hyundai-getz-130-binde-orjinal/33763138
385.000 TL;Hyundai;Accent;1.3 Admire;2005;299.200 km;;;;1341 cc;86 hp;Sedan;20 Ekim 2025;1 değişen, 9 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-3-admire/sahibinden-hyundai-accent-1-3-admire-2005-model/33756337
1.170.000 TL;Hyundai;Elantra;1.6 D-CVVT Style;2017;130.000 km;;;;1591 cc;127 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-d-cvvt-style/bebek-paket-elantra/33756484
330.000 TL;Hyundai;Accent;1.3 LX;2003;293.000 km;;;;1341 cc;86 hp;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-3-lx/masrafsiz-yakit-cimrisi-milenyum/33756265
589.000 TL;Hyundai;i20;1.2 D-CVVT Jump;2014;179.649 km;;;;1248 cc;85 hp;Hatchback/5;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-d-cvvt-jump/sahibinden-temiz-hyundai-i20-1-2-d-cvvt-jump-2014-model/33762238
960.000 TL;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017;156.000 km;;;;1582 cc;136 hp;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2017-model/33756528
830.000 TL;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2015;198.500 km;;;;1582 cc;136 hp;Sedan;20 Ekim 2025;1 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2015-model/33756527
600.000 TL;Hyundai;i20;1.2 MPI Jump;2014;162.000 km;;;;1248 cc;84 hp;Hatchback/5;20 Ekim 2025;3 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-jump/sahibinden-hyundai-i20-1-2-mpi-jump-2014-model/33756385
1.100.000 TL;Hyundai;i20;1.4 MPI Jump;2022;93.900 km;;;;1368 cc;100 hp;Hatchback/5;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-jump/sahibinden-hyundai-i20-1-4-mpi-jump-2022-model/33770129
250.000 TL;Hyundai;Accent;1.3 LS;2000;370.000 km;;;;1341 cc;75 hp;Sedan;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-3-ls/sahibinden-hyundai-accent-1-3-ls-2000-model/33755904
235.500 TL;Hyundai;Accent;1.5 CRDi Admire;2004;204.000 km;;;;1493 cc;82 hp;Sedan;20 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-1-5-crdi-admire/hyundai-accent-1-5-crdi-admire-2004-model-nevsehir/33761251
800.000 TL;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2016;107.000 km;;;;;;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-4-cvvt-mode-plus/sahibinden-hyundai-accent-blue-1-4-cvvt-mode-plus-2016-model-agri/33770681
800.000 TL;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2016;107.000 km;;;;;;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-4-cvvt-mode-plus/sahibinden-hyundai-accent-blue-1-4-cvvt-mode-plus-2016-model-agri/33770681
475.000 TL;Hyundai;Getz;1.4 DOHC Start;2010;303.000 km;;;;1399 cc;97 hp;Hatchback/5;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-getz-1-4-dohc-start/galeriden-hyundai-getz-1-4-dohc-start-2010-model-osmaniye/33761099
180.000 TL;Hyundai;Elantra;1.6 GL;1999;400.000 km;;;;1599 cc;114 hp;Sedan;20 Ekim 2025;11 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-elantra-1-6-gl/sahibinden-hyundai-elantra-1-6-gl-1999-model/31894729
759.900 TL;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017;230.801 km;;;;1582 cc;136 hp;Sedan;20 Ekim 2025;6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/285-bin-tl-pesinat-ile-hyundai-accent-blue-1-6-crdi-mode-plus/33760815
759.900 TL;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017;216.996 km;;;;1582 cc;136 hp;Sedan;20 Ekim 2025;8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/285-bin-tl-pesinat-ile-hyundai-accent-blue-1-6-crdi-mode-plus/33760653
995.000 TL;Hyundai;i30;1.6 CRDi Elite;2012;148.000 km;;;;1582 cc;128 hp;Hatchback/5;20 Ekim 2025;2 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-elite/sahibinden-hyundai-i30-1-6-crdi-elite-2012-model/33755665
650.000 TL;Hyundai;Accent Blue;1.6 CRDI Biz;2012;186.000 km;;;;1582 cc;128 hp;Sedan;20 Ekim 2025;2 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-biz/sahibinden-hyundai-accent-blue-1-6-crdi-biz-2012-model/33769865
320.000 TL;Hyundai;Accent;1.3 LX;2002;146.000 km;;;;1341 cc;86 hp;Sedan;20 Ekim 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-3-lx/sahibinden-hyundai-accent-1-3-lx-2002-model/33769766
479.550 TL;Hyundai;i20 Troy;1.4 CRDi Mode;2012;226.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;20 Ekim 2025;1 değişen, 8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i20-troy-1-4-crdi-mode/2012-hyundai-i20-troy-1-4-crdi-mode-6-vites-90hp-bakmli-masrafsz/33200871
435.000 TL;Hyundai;Accent Era;1.4 Mode;2011;181.000 km;;;;1399 cc;97 hp;Sedan;20 Ekim 2025;3 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-4-mode/sahibinden-hyundai-accent-era-1-4-mode-2011-model/33766866
845.000 TL;Hyundai;i20;1.2 MPI Style;2015;82.000 km;;;;1248 cc;84 hp;Hatchback/5;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-2-mpi-style/kazasiz-boyasiz-82-binde-i20-1-2-mpi-manuel-style/33762994
428.000 TL;Hyundai;Getz;1.5 CRDi VGT;2007;216.000 km;;;;1493 cc;88 hp;Hatchback/5;20 Ekim 2025;1 değişen, 11 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-getz-1-5-crdi-vgt/sahibinden-hyundai-getz-1-5-crdi-vgt-2007-model/33769258
205.000 TL;Hyundai;Accent;1.5 CRDi Admire;2005;330.000 km;;;;1493 cc;82 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-1-5-crdi-admire/galeriden-hyundai-accent-1-5-crdi-admire-2005-model-antalya/33759517
420.000 TL;Hyundai;Accent;1.3 LX;2002;290.000 km;;;;1341 cc;86 hp;Sedan;20 Ekim 2025;2 değişen, 10 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-3-lx/sahibinden-hyundai-accent-1-3-lx-2002-model/31936387
699.000 TL;Hyundai;i30;1.6 CRDi Style;2012;275.000 km;;;;1582 cc;128 hp;Hatchback/5;20 Ekim 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i30-1-6-crdi-style/sahibinden-hyundai-i30-1-6-crdi-style-2012-model/33746913
569.500 TL;Hyundai;Accent Blue;1.6 CRDI Biz;2015;237.000 km;;;;1582 cc;136 hp;Sedan;20 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-blue-1-6-crdi-biz/yagmur-otomotivden-2016-cikisli-otomatik-vites-accent-blue/33758734
241.500 TL;Hyundai;Accent;1.3 LX;1998;325.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-1-3-lx/yagmur-otomotivden-yumurta-kasa-accent-tavan-boyasiz-klimali/33758719
275.000 TL;Hyundai;Accent;1.5 CRDi Admire;2003;300.000 km;;;;1493 cc;82 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-5-crdi-admire/sahibinden-hyundai-accent-1-5-crdi-admire-2003-model/33755166
265.000 TL;Hyundai;Accent;1.3 LX;1999;187.500 km;;;;1341 cc;86 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-3-lx/sahibinden-hyundai-accent-1-3-lx-1999-model/33755032
225.000 TL;Hyundai;Accent;1.5 CRDi Admire;2005;336.000 km;;;;1493 cc;82 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-1-5-crdi-admire/galeriden-hyundai-accent-1-5-crdi-admire-2005-model-kayseri/30818675
225.000 TL;Hyundai;Accent;1.5 CRDi Admire;2005;336.000 km;;;;1493 cc;82 hp;Sedan;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-accent-1-5-crdi-admire/galeriden-hyundai-accent-1-5-crdi-admire-2005-model-kayseri/30818675
1.425.000 TL;Hyundai;i20;1.0 T-GDI Elite;2024;16.700 km;;;;-;-;Hatchback/5;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i20-1-0-t-gdi-elite/0-63-oran-ile-2024-i20-1-0-t-gdi-elite-dct-sunroof-hatasiz/33669391
235.000 TL;Hyundai;Accent;1.5 CRDi Admire;2005;277.000 km;;;;1493 cc;82 hp;Sedan;20 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-1-5-crdi-admire/sahibinden-hyundai-accent-1-5-crdi-admire-2005-model/33754833
1.100.000 TL;Hyundai;i20;1.4 CVVT Elite;2017;92.000 km;;;;;;Hatchback/5;20 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-cvvt-elite/sahibinden-hyundai-i20-1-4-cvvt-elite-2017-model/33757541
997.000 TL;Hyundai;i20;1.4 MPI Jump;2022;168.000 km;;;;1368 cc;100 hp;Hatchback/5;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i20-1-4-mpi-jump/2022-boyasiz-tramersiz-otomatik-yeni-kasa-ilk-sahibinden/33704002
650.000 TL;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2014;216.600 km;;;;1582 cc;136 hp;Sedan;20 Ekim 2025;3 değişen, 9 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-mode-plus/sahibinden-hyundai-accent-blue-1-6-crdi-mode-plus-2014-model/33754065
1.350.000 TL;Hyundai;i20;1.4 MPI Style;2024;16.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;20 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-hyundai-i20-1-4-mpi-style/2024-boyasiz-hyundai-i-20-otomatik-sadece-16-bin-km-de/33149964
608.000 TL;Hyundai;Accent Blue;1.6 CRDI Biz;2013;214.500 km;;;;1582 cc;128 hp;Sedan;20 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-blue-1-6-crdi-biz/sahibinden-hyundai-accent-blue-1-6-crdi-biz-2013-model-istanbul-214-500-km-beyaz/33753640
510.000 TL;Hyundai;Accent Era;1.5 CRDi Team;2009;198.000 km;;;;1493 cc;110 hp;Sedan;20 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-5-crdi-team/sahibinden-hyundai-accent-era-1-5-crdi-team-2009-model/31852957
540.000 TL;Hyundai;Accent Era;1.6 Expo Platinum;2010;217.000 km;;;;1599 cc;112 hp;Sedan;20 Ekim 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-6-expo-platinum/sahibinden-hyundai-accent-era-1-6-expo-platinum-2010-model/33753935
480.000 TL;Hyundai;Accent Era;1.5 CRDi-VGT Team;2009;200.000 km;;;;1493 cc;110 hp;Sedan;20 Ekim 2025;3 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-accent-era-1-5-crdi-vgt-team/sahibinden-hyundai-accent-era-1-5-crdi-vgt-team-2009-model/33753790
1.165.000 TL;Hyundai;i20;1.4 MPI Jump;2023;61.300 km;;;;1368 cc;100 hp;Hatchback/5;20 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-hyundai-i20-1-4-mpi-jump/sahibinden-hyundai-i20-hatasiz/33753781
